name,city,state,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Hawaii Community College,Hilo,HI,7,2,1,1,33
Hawaii Medical College,Honolulu,HI,10,1,3,1,11
Hawaii Pacific University,Honolulu,HI,18,9,2,4,11
Hawkeye Community College,Waterloo,IA,8,3,1,1,13
Haywood Community College,Clyde,NC,5,2,1,1,21
Hazard Community and Technical College,Hazard,KY,9,2,1,1,33
Hazelden Betty Ford Graduate School of Addiction Studies,Center City,MN,26,18,2,7,41
HCI College,West Palm Beach,FL,26,6,3,2,21
Healthcare Career College,Paramount,CA,10,1,3,1,21
Heartland Community College,Normal,IL,3,3,1,1,22
Hebrew College,Newton Centre,MA,24,7,2,6,13
Hebrew Theological College,Skokie,IL,21,8,2,2,13
Hebrew Union College-Jewish Institute of Religion,New York,NY,24,18,2,7,11
Heidelberg University,Tiffin,OH,20,11,2,4,32
Helena College University of Montana,Helena,MT,9,2,1,1,33
Helene Fuld College of Nursing,New York,NY,26,6,2,2,11
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,21,8,2,6,21
Helms College,Macon,GA,12,1,2,1,12
Henderson Community College,Henderson,KY,5,2,1,1,41
Henderson State University,Arkadelphia,AR,19,11,1,3,32
Hendrix College,Conway,AR,21,11,2,3,13
Hennepin Technical College,Brooklyn Park,MN,8,3,1,1,21
Henry Ford College,Dearborn,MI,14,12,1,2,13
Heritage Bible College,Dunn,NC,24,6,2,2,41
Heritage Christian University,Florence,AL,24,6,2,5,13
Heritage University,Toppenish,WA,20,6,2,4,41
Herkimer County Community College,Herkimer,NY,5,2,1,1,41
Herzing University-Akron,Akron,OH,23,6,2,2,21
Herzing University-Atlanta,Atlanta,GA,22,6,2,3,11
Herzing University-Birmingham,Birmingham,AL,26,6,2,3,21
Herzing University-Brookfield,Brookfield,WI,26,6,2,3,21
Herzing University-Kenosha,Kenosha,WI,26,6,2,3,22
Herzing University-Madison,Madison,WI,18,9,2,5,11
Herzing University-Minneapolis,St. Louis Park,MN,26,6,2,3,21
Herzing University-New Orleans,Metairie,LA,23,6,2,3,12
Herzing University-Orlando,Winter Park,FL,26,6,2,3,21
Hesston College,Hesston,KS,23,8,2,2,32
Hibbing Community College,Hibbing,MN,8,2,1,1,33
High Desert Medical College,Lancaster,CA,10,2,3,1,21
High Point University,High Point,NC,22,14,2,4,12
High Tech High Graduate School of Education,San Diego,CA,32,18,2,7,11
Highland Community College,Freeport,IL,6,2,1,1,32
Highland Community College,Highland,KS,6,2,1,1,42
Highlands College of Montana Tech,Butte,MT,9,1,1,1,33
Highline College,Des Moines,WA,14,9,1,2,21
Hilbert College,Hamburg,NY,22,7,2,3,21
Hill College,Hillsboro,TX,3,3,1,1,32
Hillsborough Community College,Tampa,FL,2,5,1,1,11
Hillsdale College,Hillsdale,MI,21,11,2,3,32
Hinds Community College,Raymond,MS,8,4,1,1,31
Hiram College,Hiram,OH,22,8,2,3,31
Hobart William Smith Colleges,Geneva,NY,21,11,2,3,32
Hobe Sound Bible College,Hobe Sound,FL,22,7,2,3,21
Hocking College,Nelsonville,OH,7,2,1,1,32
Hodges University,Fort Myers,FL,20,6,2,4,13
Hofstra University,Hempstead,NY,17,14,2,5,21
Hollins University,Roanoke,VA,21,8,2,3,22
Holmes Community College,Goodman,MS,8,3,1,1,42
Holy Apostles College and Seminary,Cromwell,CT,19,6,2,6,21
Holy Cross College,Notre Dame,IN,21,8,2,2,21
Holy Family University,Philadelphia,PA,18,9,2,4,11
Holy Names University,Oakland,CA,20,8,2,4,11
Holyoke Community College,Holyoke,MA,1,3,1,1,21
Homestead Schools,Torrance,CA,26,6,2,3,12
Hondros College of Nursing,Westerville,OH,26,9,3,2,21
Honolulu Community College,Honolulu,HI,8,2,1,1,11
Hood College,Frederick,MD,18,11,2,5,13
Hood Theological Seminary,Salisbury,NC,24,18,2,7,22
Hope College,Holland,MI,21,11,2,2,13
Hope College of Arts and Sciences,Pompano Beach,FL,10,1,3,1,12
Hope International University,Fullerton,CA,19,10,2,5,21
Hopkinsville Community College,Hopkinsville,KY,5,2,1,1,32
Horizon University,Indianapolis,IN,24,6,2,3,21
Horry-Georgetown Technical College,Conway,SC,4,3,1,1,13
Houghton University,Houghton,NY,21,8,2,3,43
Housatonic Community College,Bridgeport,CT,4,3,1,1,12
Houston Baptist University,Houston,TX,18,10,2,4,11
Houston Community College,Houston,TX,1,5,1,1,11
Houston Graduate School of Theology,Houston,TX,24,18,2,7,11
Houston International College Cardiotech Ultrasound School,Houston,TX,10,1,3,1,11
Howard College,Big Spring,TX,6,2,1,1,32
Howard Community College,Columbia,MD,2,3,1,1,13
Howard Payne University,Brownwood,TX,22,8,2,3,33
Howard University,Washington,DC,16,17,2,5,11
Hudson County Community College,Jersey City,NJ,4,3,1,1,11
Hudson Valley Community College,Troy,NY,5,4,1,1,13
Huertas College,Caguas,PR,26,6,3,2,13
Hult International Business School,Cambridge,MA,29,11,2,6,12
Humacao Community College,Humacao,PR,23,6,2,2,21
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,20,6,2,5,11
Huntingdon College,Montgomery,AL,22,8,2,2,12
Huntington Junior College,Huntington,WV,10,1,3,1,13
Huntington University,Huntington,IN,20,11,2,4,32
Huntington University of Health Sciences,Knoxville,TN,23,6,3,4,21
Huntsville Bible College,Huntsville,AL,24,6,2,5,12
Hussian College-Daymar College Bowling Green,Bowling Green,KY,14,6,3,2,13
Hussian College-Daymar College Clarksville,Clarksville,TN,23,6,3,2,12
Hussian College-Daymar College Columbus,Columbus,OH,10,1,3,1,11
Hussian College-Daymar College Murfreesboro,Murfreesboro,TN,7,1,3,1,12
Hussian College-Daymar College Nashville,Nashville,TN,7,1,3,1,11
Hussian College-Los Angeles,Los Angeles,CA,30,6,3,2,11
Hussian College-Philadelphia,Philadelphia,PA,30,6,3,2,11
Husson University,Bangor,ME,17,10,2,4,13
Huston-Tillotson University,Austin,TX,22,10,2,3,11
Hutchinson Community College,Hutchinson,KS,6,3,1,1,32
IBMC College,Fort Collins,CO,10,1,3,1,12
Icahn School of Medicine at Mount Sinai,New York,NY,27,18,2,7,11
ICPR Junior College,Hato Rey,PR,7,1,3,1,11
ICPR Junior College,Manati,PR,7,1,3,1,21
ICPR Junior College-Arecibo,Arecibo,PR,10,1,3,1,13
ICPR Junior College-Mayaguez,Mayaguez,PR,7,1,3,1,13
Idaho State University,Pocatello,ID,16,12,1,4,13
IGlobal University,Vienna,VA,19,6,3,6,21
Iliff School of Theology,Denver,CO,24,18,2,7,11
Ilisagvik College,Barrow,AK,33,6,1,2,41
Illinois Central College,East Peoria,IL,3,3,1,1,21
Illinois College,Jacksonville,IL,21,11,2,2,32
Illinois College of Optometry,Chicago,IL,26,18,2,7,11
Illinois Institute of Technology,Chicago,IL,16,14,2,5,11
Illinois State University,Normal,IL,16,16,1,3,22
Illinois Valley Community College,Oglesby,IL,8,2,1,1,41
Illinois Wesleyan University,Bloomington,IL,22,11,2,2,13
Immaculata University,Immaculata,PA,17,10,2,5,21
Imperial Valley College,Imperial,CA,1,3,1,1,41
Independence Community College,Independence,KS,2,2,1,1,33
Indian Bible College,Flagstaff,AZ,13,1,2,1,13
Indian Hills Community College,Ottumwa,IA,8,3,1,1,33
Indian River State College,Fort Pierce,FL,23,12,1,2,21
Indiana Institute of Technology,Fort Wayne,IN,18,10,2,5,11
Indiana Institute of Technology-College of Professional Studies,Fort Wayne,IN,22,9,2,2,11
Indiana State University,Terre Haute,IN,17,13,1,4,13
Indiana University of Pennsylvania-Main Campus,Indiana,PA,16,14,1,4,32
Indiana University-Bloomington,Bloomington,IN,15,16,1,4,13
Indiana University-East,Richmond,IN,20,9,1,3,41
Indiana University-Kokomo,Kokomo,IN,20,9,1,3,13
Indiana University-Northwest,Gary,IN,20,9,1,3,13
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,16,15,1,4,11
Indiana University-South Bend,South Bend,IN,19,12,1,3,12
Indiana University-Southeast,New Albany,IN,19,12,1,3,21
Indiana Wesleyan University-Marion,Marion,IN,20,11,2,4,32
Indiana Wesleyan University-National & Global,Marion,IN,17,15,2,5,41
Institute for Business and Technology,Santa Clara,CA,10,2,3,1,12
Institute for Clinical Social Work,Chicago,IL,26,18,2,7,11
Institute for Doctoral Studies in the Visual Arts,Portland,ME,20,18,2,7,13
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,33,7,1,4,41
Institute of Clinical Acupuncture & Oriental Med,Honolulu,HI,26,18,3,7,11
Institute of Medical and Business Careers,Pittsburgh,PA,10,2,3,1,21
Institute of Production and Recording,Minneapolis,MN,30,6,3,2,11
Institute of Taoist Education and Acupuncture,Louisville,CO,26,18,2,7,23
Institute of Technology,Clovis,CA,8,2,3,1,21
Institute of World Politics,Washington,DC,32,18,2,7,11
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,7,1,1,1,13
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,7,1,1,1,21
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,9,1,1,1,12
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,7,1,1,1,11
Intellitec College-Colorado Springs,Colorado Springs,CO,11,2,3,1,11
Intellitec College-Grand Junction,Grand Junction,CO,11,2,3,1,13
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,20,12,2,3,21
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,19,9,2,4,13
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,22,9,2,3,21
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,22,12,2,3,12
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,22,9,2,3,23
Inter American University of Puerto Rico-Guayama,Guayama,PR,22,9,2,3,13
Inter American University of Puerto Rico-Metro,San Juan,PR,18,12,2,5,11
Inter American University of Puerto Rico-Ponce,Mercedita,PR,22,12,2,4,22
Inter American University of Puerto Rico-San German,San German,PR,20,12,2,4,13
Inter American University of Puerto Rico-School of Law,San Juan,PR,31,18,2,7,11
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,26,18,2,7,12
Interactive College of Technology,Houston,TX,13,1,3,1,11
Interactive College of Technology,Pasadena,TX,8,1,3,1,21
Interactive College of Technology,Houston,TX,13,1,3,1,11
Interactive College of Technology-Chamblee,Chamblee,GA,8,2,3,1,21
Interactive College of Technology-Gainesville,Gainesville,GA,13,1,3,1,13
Interactive College of Technology-Morrow,Morrow,GA,13,1,3,1,21
Inter-American Defense College,Washington,DC,32,18,1,7,32
InterCoast Colleges-Santa Ana,Santa Ana,CA,13,1,3,1,11
Interdenominational Theological Center,Atlanta,GA,24,18,2,7,11
Interior Designers Institute,Newport Beach,CA,30,6,3,3,13
International Baptist College and Seminary,Chandler,AZ,24,7,2,4,11
International Business College-Indianapolis,Indianapolis,IN,7,1,3,1,11
International College of Broadcasting,Dayton,OH,1,1,3,1,12
International Institute for Restorative Practices,Bethlehem,PA,32,18,2,7,13
International Technological University,Santa Clara,CA,18,18,2,7,12
Inver Hills Community College,Inver Grove Heights,MN,3,3,1,1,21
Iona University,New Rochelle,NY,18,13,2,4,21
Iowa Central Community College,Fort Dodge,IA,5,3,1,1,33
Iowa Lakes Community College,Estherville,IA,8,2,1,1,33
Iowa State University,Ames,IA,15,16,1,4,13
Iowa Wesleyan University,Mount Pleasant,IA,22,8,2,3,33
Iowa Western Community College,Council Bluffs,IA,6,3,1,1,13
Irell & Manella Graduate School of Biological Sciences at Beckman Research Institute of City of Hope,Duarte,CA,26,18,2,7,21
Irvine Valley College,Irvine,CA,2,4,1,1,11
Island Drafting and Technical Institute,Amityville,NY,11,1,3,1,21
Isothermal Community College,Spindale,NC,2,2,1,1,32
Itasca Community College,Grand Rapids,MN,3,2,1,1,33
Itawamba Community College,Fulton,MS,4,3,1,1,33
Ithaca College,Ithaca,NY,18,14,2,3,23
ITI Technical College,Baton Rouge,LA,11,2,3,1,21
Ivy Tech Community College,Indianapolis,IN,6,5,1,1,11
J Sargeant Reynolds Community College,Richmond,VA,9,3,1,1,21
J. F. Drake State Community and Technical College,Huntsville,AL,8,1,1,1,12
Jackson College,Jackson,MI,14,9,1,2,41
Jackson State Community College,Jackson,TN,2,3,1,1,13
Jackson State University,Jackson,MS,16,14,1,4,12
Jacksonville College-Main Campus,Jacksonville,TX,3,1,2,1,32
Jacksonville State University,Jacksonville,AL,18,13,1,4,23
Jacksonville University,Jacksonville,FL,18,14,2,4,11
James A Rhodes State College,Lima,OH,9,2,1,1,23
James Madison University,Harrisonburg,VA,16,16,1,3,13
James Sprunt Community College,Kenansville,NC,2,2,1,1,42
Jamestown Business College,Jamestown,NY,29,6,3,2,32
Jamestown Community College,Jamestown,NY,2,3,1,1,32
Jarvis Christian University ,Hawkins,TX,22,7,2,2,42
Jefferson College,Hillsboro,MO,4,3,1,1,41
Jefferson Community and Technical College,Louisville,KY,6,4,1,1,11
Jefferson Community College,Watertown,NY,2,2,1,1,13
Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR,10,1,2,1,13
Jefferson State Community College,Birmingham,AL,8,3,1,1,12
Jersey College,Teterboro,NJ,10,3,3,1,21
Jewish Theological Seminary of America,New York,NY,24,8,2,6,11
Jna Institute of Culinary Arts,Philadelphia,PA,12,1,3,1,11
John A Gupton College,Nashville,TN,12,1,2,1,11
John A Logan College,Carterville,IL,9,3,1,1,23
John Brown University,Siloam Springs,AR,19,11,2,4,32
John C Calhoun State Community College,Tanner,AL,5,3,1,1,41
John Carroll University,University Heights,OH,18,14,2,4,21
John Patrick University of Health and Applied Sciences,South Bend,IN,26,6,3,6,12
John Paul the Great Catholic University,Escondido,CA,22,8,2,2,21
John Wood Community College,Quincy,IL,4,2,1,1,41
Johns Hopkins University,Baltimore,MD,15,16,2,6,11
Johnson & Wales University-Charlotte,Charlotte,NC,22,11,2,3,11
Johnson & Wales University-Online,Providence,RI,18,9,2,5,12
Johnson & Wales University-Providence,Providence,RI,18,14,2,3,12
Johnson C Smith University,Charlotte,NC,21,11,2,3,11
Johnson College,Scranton,PA,7,1,2,1,13
Johnson County Community College,Overland Park,KS,3,4,1,1,12
Johnson University,Knoxville,TN,19,8,2,4,41
Johnson University Florida,Kissimmee,FL,24,8,2,2,21
Johnston Community College,Smithfield,NC,5,3,1,1,41
Joliet Junior College,Joliet,IL,5,4,1,1,21
Jones County Junior College,Ellisville,MS,4,3,1,1,32
Jose Maria Vargas University,Pembroke Pines,FL,32,6,3,4,21
Judson University,Elgin,IL,20,11,2,4,12
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,26,18,2,7,42
Juniata College,Huntingdon,PA,21,11,2,3,32
Kairos University,Sioux Falls,SD,24,18,2,6,12
Kalamazoo College,Kalamazoo,MI,21,11,2,2,13
Kalamazoo Valley Community College,Kalamazoo,MI,2,3,1,1,22
Kankakee Community College,Kankakee,IL,6,2,1,1,13
Kansas Christian College,Overland Park,KS,23,7,2,2,12
Kansas City Art Institute,Kansas City,MO,30,7,2,2,11
Kansas City Kansas Community College,Kansas City,KS,8,3,1,1,12
Kansas City University of Medicine and Biosciences,Kansas City,MO,25,18,2,7,11
Kansas State University,Manhattan,KS,15,16,1,4,13
Kansas Wesleyan University,Salina,KS,22,8,2,3,33
Kapiolani Community College,Honolulu,HI,6,3,1,1,11
Kaskaskia College,Centralia,IL,6,2,1,1,41
Kauai Community College,Lihue,HI,8,2,1,1,33
KD Conservatory College of Film and Dramatic Arts,Dallas,TX,12,1,3,1,11
Kean University,Union,NJ,17,15,1,4,21
Keck Graduate Institute,Claremont,CA,18,18,2,7,21
Keene State College,Keene,NH,22,14,1,3,32
Kehilath Yakov Rabbinical Seminary,Ossining,NY,24,8,2,2,41
Keiser University-Ft Lauderdale,Fort Lauderdale,FL,17,15,2,4,12
Kellogg Community College,Battle Creek,MI,9,2,1,1,13
Kennebec Valley Community College,Fairfield,ME,8,2,1,1,41
Kennesaw State University,Kennesaw,GA,16,15,1,3,21
Kenrick Glennon Seminary,Saint Louis,MO,24,18,2,7,21
Kent State University at Ashtabula,Ashtabula,OH,14,6,1,2,32
Kent State University at East Liverpool,East Liverpool,OH,14,6,1,2,31
Kent State University at Geauga,Burton,OH,14,6,1,3,41
Kent State University at Kent,Kent,OH,15,16,1,4,21
Kent State University at Salem,Salem,OH,23,6,1,2,41
Kent State University at Stark,Canton,OH,14,9,1,3,21
Kent State University at Trumbull,Warren,OH,23,6,1,2,21
Kent State University at Tuscarawas,New Philadelphia,OH,23,6,1,2,32
Kentucky Christian University,Grayson,KY,22,8,2,3,32
Kentucky Mountain Bible College,Jackson,KY,21,7,2,2,42
Kentucky State University,Frankfort,KY,22,11,1,3,32
Kentucky Wesleyan College,Owensboro,KY,22,8,2,2,13
Kenyon College,Gambier,OH,21,11,2,2,32
Keser Torah-Mayan Hatalmud,Lakewood,NJ,24,8,2,2,21
Kettering College,Kettering,OH,26,6,2,5,13
Kettering University,Flint,MI,19,10,2,4,13
Keuka College,Keuka Park,NY,19,11,2,4,32
Keweenaw Bay Ojibwa Community College,Baraga,MI,33,9,1,1,43
Key College,Fort Lauderdale,FL,31,6,3,2,12
Keystone College,La Plume,PA,22,10,2,3,21
Kilgore College,Kilgore,TX,5,3,1,1,31
King University,Bristol,TN,18,10,2,4,13
King's College,Wilkes-Barre,PA,19,11,2,3,13
Kirkwood Community College,Cedar Rapids,IA,8,4,1,1,12
Kirtland Community College,Grayling,MI,9,2,1,1,42
Kishwaukee College,Malta,IL,5,2,1,1,41
Klamath Community College,Klamath Falls,OR,3,2,1,1,33
Knox College,Galesburg,IL,21,11,2,2,32
Kutztown University of Pennsylvania,Kutztown,PA,18,14,1,3,31
Kuyper College,Grand Rapids,MI,22,7,2,3,21
La Roche University,Pittsburgh,PA,20,11,2,4,21
La Salle University,Philadelphia,PA,17,14,2,4,11
La Sierra University,Riverside,CA,19,11,2,4,11
Labette Community College,Parsons,KS,5,2,1,1,33
Laboure College of Healthcare ,Milton,MA,26,6,2,2,21
Lac Courte Oreilles Ojibwe College,Hayward,WI,33,9,1,1,42
Lackawanna College,Scranton,PA,23,9,2,2,13
Lafayette College,Easton,PA,21,11,2,2,21
LaGrange College,Lagrange,GA,22,8,2,4,32
Laguna College of Art and Design,Laguna Beach,CA,30,6,2,3,41
Lake Area Technical College,Watertown,SD,7,2,1,1,33
Lake Erie College,Painesville,OH,20,8,2,4,21
Lake Erie College of Osteopathic Medicine,Erie,PA,25,18,2,6,13
Lake Forest College,Lake Forest,IL,21,11,2,3,21
Lake Forest Graduate School of Management,Lake Forest,IL,29,18,2,7,21
Lake Land College,Mattoon,IL,9,3,1,1,32
Lake Michigan College,Benton Harbor,MI,14,9,1,2,41
Lake Region State College,Devils Lake,ND,6,2,1,1,33
Lake Superior College,Duluth,MN,9,3,1,1,13
Lake Superior State University,Sault Ste Marie,MI,22,11,1,2,33
Lake Tahoe Community College,South Lake Tahoe,CA,6,2,1,1,41
Lake Washington Institute of Technology,Kirkland,WA,23,9,1,2,21
Lakeland Community College,Kirtland,OH,2,3,1,1,21
Lakeland University,Plymouth,WI,18,9,2,4,41
Lakes Region Community College,Laconia,NH,9,1,1,1,41
Lakeshore Technical College,Cleveland,WI,9,2,1,1,42
Lake-Sumter State College,Leesburg,FL,14,9,1,2,22
Lakeview College of Nursing,Danville,IL,26,6,2,2,13
Lamar Community College,Lamar,CO,5,1,1,1,33
Lamar Institute of Technology,Beaumont,TX,7,3,1,1,12
Lamar State College-Orange,Orange,TX,8,2,1,1,22
Lamar State College-Port Arthur,Port Arthur,TX,7,2,1,1,13
Lamar University,Beaumont,TX,17,13,1,5,12
Lancaster Bible College,Lancaster,PA,20,10,2,4,21
Lancaster County Career and Technology Center,Willow Street,PA,13,1,1,1,21
Lancaster Theological Seminary,Lancaster,PA,24,18,2,7,13
Lander University,Greenwood,SC,22,14,1,3,32
Landmark College,Putney,VT,23,8,2,3,42
Lane College,Jackson,TN,21,11,2,2,13
Lane Community College,Eugene,OR,3,3,1,1,41
Laney College,Oakland,CA,6,3,1,1,11
Langston University,Langston,OK,20,11,1,3,42
Lanier Technical College,Gainesville,GA,8,3,1,1,41
Lansdale School of Business,North Wales,PA,7,1,3,1,21
Lansing Community College,Lansing,MI,4,4,1,1,12
Laramie County Community College,Cheyenne,WY,8,3,1,1,23
Laredo College,Laredo,TX,14,12,1,2,11
Las Positas College,Livermore,CA,1,3,1,1,13
Las Vegas College,Henderson,NV,10,1,3,1,11
Lasell University,Newton,MA,18,11,2,4,13
Lassen Community College,Susanville,CA,2,2,1,1,41
Latin American Bible Institute,La Puente,CA,24,7,2,2,21
Laurel Business Institute,Uniontown,PA,7,1,3,1,23
Laurel Ridge Community College,Middletown,VA,6,3,1,1,41
Laurel Technical Institute,Hermitage,PA,7,1,3,1,41
Laurel Technical Institute,MEADVILLE,PA,7,1,3,1,41
Laurus College,San Luis Obispo,CA,14,6,3,2,13
Lawrence Memorial/Regis College School of Nursing,Medford,MA,10,1,2,1,21
Lawrence Technological University,Southfield,MI,18,11,2,4,13
Lawrence University,Appleton,WI,21,11,2,2,13
Lawson State Community College,Birmingham,AL,4,2,1,1,12
Le Moyne College,Syracuse,NY,18,11,2,4,21
Le Moyne-Owen College,Memphis,TN,22,8,2,2,11
Learnet Academy Inc,Los Angeles,CA,13,1,3,1,11
Lebanon Valley College,Annville,PA,20,11,2,3,23
Lee College,Baytown,TX,7,3,1,1,13
